(s,b,c) : belief state id
45,[0.742179 0.257821],14 : 13149
55,[0.860137 0.139863],14 : 13150
65,[0.860137 0.139863],14 : 13151
66,[0.860137 0.139863],14 : 13152
67,[0.710978 0.289022],18 : 13153
64,[0.710978 0.289022],13 : 13154
55,[0.897213 0.102787],14 : 13155
75,[0.749996 0.250004],14 : 13156
75,[0.710978 0.289022],18 : 13157
66,[0.710978 0.289022],13 : 13158
55,[0.754597 0.245403],14 : 13159
56,[0.754597 0.245403],14 : 13160
57,[0.754597 0.245403],14 : 13161
65,[0.754597 0.245403],14 : 13162
67,[0.754597 0.245403],14 : 13163
75,[0.754597 0.245403],14 : 13164
76,[0.754597 0.245403],14 : 13165
77,[0.754597 0.245403],14 : 13166
76,[0.710978 0.289022],18 : 13167
77,[0.710978 0.289022],18 : 13168
74,[0.710978 0.289022],13 : 13169
65,[0.813587 0.186413],14 : 13170
75,[0.860137 0.139863],14 : 13171
83,[0.506168 0.493832],14 : 13172
84,[0.860137 0.139863],14 : 13173
85,[0.860137 0.139863],14 : 13174
85,[0.884069 0.115931],18 : 13175
75,[0.710978 0.289022],13 : 13176
64,[0.754597 0.245403],14 : 13177
66,[0.754597 0.245403],14 : 13178
74,[0.754597 0.245403],14 : 13179
84,[0.754597 0.245403],14 : 13180
85,[0.754597 0.245403],14 : 13181
86,[0.754597 0.245403],14 : 13182
86,[0.884069 0.115931],18 : 13183
76,[0.710978 0.289022],13 : 13184
87,[0.754597 0.245403],14 : 13185
76,[0.859168 0.140832],17 : 13186
67,[0.663068 0.336932],12 : 13187
57,[0.710978 0.289022],13 : 13188
48,[0.813587 0.186413],14 : 13189
58,[0.860137 0.139863],14 : 13190
67,[0.860137 0.139863],14 : 13191
68,[0.860137 0.139863],14 : 13192
68,[0.710978 0.289022],18 : 13193
58,[0.710978 0.289022],13 : 13194
68,[0.924811 0.0751894],14 : 13195
69,[0.902911 0.0970892],14 : 13196
69,[0.710978 0.289022],18 : 13197
68,[0.710978 0.289022],13 : 13198
58,[0.754597 0.245403],14 : 13199
59,[0.754597 0.245403],14 : 13200
69,[0.754597 0.245403],14 : 13201
78,[0.754597 0.245403],14 : 13202
79,[0.754597 0.245403],14 : 13203
77,[0.924811 0.0751894],18 : 13204
77,[0.710978 0.289022],13 : 13205
78,[0.710978 0.289022],13 : 13206
76,[0.907747 0.0922527],17 : 13207
75,[0.663068 0.336932],12 : 13208
65,[0.710978 0.289022],13 : 13209
54,[0.754597 0.245403],14 : 13210
76,[0.884069 0.115931],18 : 13211
84,[0.710978 0.289022],13 : 13212
75,[0.813587 0.186413],14 : 13213
93,[0.506168 0.493832],14 : 13214
94,[0.860137 0.139863],14 : 13215
95,[0.860137 0.139863],14 : 13216
95,[0.884069 0.115931],18 : 13217
85,[0.710978 0.289022],13 : 13218
94,[0.754597 0.245403],14 : 13219
95,[0.754597 0.245403],14 : 13220
96,[0.754597 0.245403],14 : 13221
86,[0.710978 0.289022],13 : 13222
97,[0.754597 0.245403],14 : 13223
86,[0.859168 0.140832],17 : 13224
76,[0.663068 0.336932],12 : 13225
67,[0.710978 0.289022],13 : 13226
68,[0.754597 0.245403],14 : 13227
76,[0.924811 0.0751894],18 : 13228
87,[0.710978 0.289022],13 : 13229
77,[0.663068 0.336932],12 : 13230
75,[0.611555 0.388445],16 : 13231
76,[0.611555 0.388445],16 : 13232
77,[0.611555 0.388445],16 : 13233
67,[0 1],11 : 13234
68,[0.611555 0.388445],11 : 13235
58,[0.663068 0.336932],12 : 13236
68,[0.907747 0.0922527],13 : 13237
69,[0.881514 0.118486],13 : 13238
69,[0.663068 0.336932],17 : 13239
59,[0.663068 0.336932],12 : 13240
48,[0.605567 0.394433],13 : 13241
58,[0.884745 0.115255],14 : 13242
59,[0.853031 0.146969],14 : 13243
57,[0.605567 0.394433],18 : 13244
58,[0.605567 0.394433],18 : 13245
59,[0.605567 0.394433],18 : 13246
58,[0.766351 0.233649],13 : 13247
68,[0.942528 0.0574724],14 : 13248
69,[0.925372 0.0746283],14 : 13249
67,[0.766351 0.233649],18 : 13250
68,[0.766351 0.233649],18 : 13251
69,[0.766351 0.233649],18 : 13252
59,[0.641615 0.358385],13 : 13253
48,[0.582757 0.417243],14 : 13254
58,[0.748985 0.251015],14 : 13255
59,[0.61958 0.38042],14 : 13256
68,[0.748985 0.251015],14 : 13257
69,[0.748985 0.251015],14 : 13258
68,[0.899512 0.100488],18 : 13259
68,[0.907747 0.0922527],17 : 13260
69,[0.663068 0.336932],12 : 13261
59,[0.710978 0.289022],13 : 13262
48,[0.65743 0.34257],14 : 13263
59,[0.691155 0.308845],14 : 13264
68,[0.924811 0.0751894],18 : 13265
69,[0.589317 0.410683],13 : 13266
58,[0.642053 0.357947],14 : 13267
59,[0.642053 0.357947],14 : 13268
68,[0.642053 0.357947],14 : 13269
69,[0.511321 0.488679],14 : 13270
78,[0.642053 0.357947],14 : 13271
79,[0.642053 0.357947],14 : 13272
78,[0.877674 0.122326],18 : 13273
79,[0.710978 0.289022],13 : 13274
78,[0.907747 0.0922527],17 : 13275
78,[0.663068 0.336932],12 : 13276
79,[0.663068 0.336932],12 : 13277
77,[0.887284 0.112716],16 : 13278
76,[0.611555 0.388445],11 : 13279
66,[0.663068 0.336932],12 : 13280
75,[0.663068 0.336932],17 : 13281
76,[0.663068 0.336932],17 : 13282
77,[0.663068 0.336932],17 : 13283
76,[0 1],12 : 13284
85,[0.663068 0.336932],12 : 13285
85,[0 1],13 : 13286
94,[0.710978 0.289022],13 : 13287
83,[0.754597 0.245403],14 : 13288
93,[0.754597 0.245403],14 : 13289
94,[0.626481 0.373519],14 : 13290
94,[0.710978 0.289022],18 : 13291
95,[0 1],18 : 13292
95,[0.710978 0.289022],13 : 13293
95,[0.626481 0.373519],14 : 13294
95,[0.710978 0.289022],18 : 13295
96,[0.710978 0.289022],13 : 13296
96,[0.626481 0.373519],14 : 13297
96,[0.710978 0.289022],18 : 13298
86,[0 1],17 : 13299
94,[1 0],17 : 13300
96,[0 1],17 : 13301
86,[0.663068 0.336932],12 : 13302
97,[0.710978 0.289022],13 : 13303
95,[1 0],17 : 13304
97,[0 1],17 : 13305
87,[0.663068 0.336932],12 : 13306
65,[1 0],16 : 13307
75,[1 0],16 : 13308
85,[1 0],16 : 13309
87,[0 1],16 : 13310
77,[0.611555 0.388445],11 : 13311
78,[0.611555 0.388445],11 : 13312
56,[1 0],15 : 13313
66,[1 0],15 : 13314
76,[0.862966 0.137034],15 : 13315
77,[0 1],15 : 13316
78,[0 1],15 : 13317
68,[0.557423 0.442577],10 : 13318
59,[0.611555 0.388445],11 : 13319
48,[0.551213 0.448787],12 : 13320
57,[0.505813 0.494187],13 : 13321
58,[0.719007 0.280993],14 : 13322
66,[0.298968 0.701032],14 : 13323
67,[0.719007 0.280993],14 : 13324
68,[0.719007 0.280993],14 : 13325
66,[0.505813 0.494187],18 : 13326
67,[0.505813 0.494187],18 : 13327
68,[0.505813 0.494187],18 : 13328
58,[0.859966 0.140034],13 : 13329
59,[0.822799 0.177201],13 : 13330
57,[0.551213 0.448787],17 : 13331
58,[0.551213 0.448787],17 : 13332
59,[0.551213 0.448787],17 : 13333
58,[0.724058 0.275942],12 : 13334
67,[0.686188 0.313812],13 : 13335
56,[0.732139 0.267861],14 : 13336
57,[0.732139 0.267861],14 : 13337
66,[0.732139 0.267861],14 : 13338
76,[0.732139 0.267861],14 : 13339
77,[0.732139 0.267861],14 : 13340
78,[0.732139 0.267861],14 : 13341
76,[0.9162 0.0838005],18 : 13342
68,[0.929177 0.0708229],13 : 13343
69,[0.908423 0.0915768],13 : 13344
67,[0.724058 0.275942],17 : 13345
68,[0.724058 0.275942],17 : 13346
69,[0.724058 0.275942],17 : 13347
59,[0.588856 0.411144],12 : 13348
48,[0.527711 0.472289],13 : 13349
57,[0.482167 0.517833],14 : 13350
58,[0.84818 0.15182],14 : 13351
59,[0.80858 0.19142],14 : 13352
57,[0.527711 0.472289],18 : 13353
58,[0.527711 0.472289],18 : 13354
59,[0.527711 0.472289],18 : 13355
58,[0.704759 0.295241],13 : 13356
67,[0.665464 0.334536],14 : 13357
68,[0.922692 0.0773078],14 : 13358
69,[0.900242 0.099758],14 : 13359
67,[0.704759 0.295241],18 : 13360
68,[0.704759 0.295241],18 : 13361
69,[0.704759 0.295241],18 : 13362
59,[0.565772 0.434228],13 : 13363
48,[0.504085 0.495915],14 : 13364
58,[0.684698 0.315302],14 : 13365
59,[0.542399 0.457601],14 : 13366
68,[0.684698 0.315302],14 : 13367
69,[0.684698 0.315302],14 : 13368
68,[0.866927 0.133073],18 : 13369
68,[0.704759 0.295241],13 : 13370
57,[0.748985 0.251015],14 : 13371
59,[0.748985 0.251015],14 : 13372
67,[0.748985 0.251015],14 : 13373
77,[0.748985 0.251015],14 : 13374
78,[0.748985 0.251015],14 : 13375
79,[0.748985 0.251015],14 : 13376
77,[0.922692 0.0773078],18 : 13377
69,[0.704759 0.295241],13 : 13378
69,[0.635112 0.364888],14 : 13379
78,[0.922692 0.0773078],18 : 13380
68,[0.877469 0.122531],17 : 13381
68,[0.724058 0.275942],12 : 13382
57,[0.766351 0.233649],13 : 13383
48,[0.853356 0.146644],14 : 13384
58,[0.891302 0.108698],14 : 13385
67,[0.891302 0.108698],14 : 13386
66,[0.766351 0.233649],18 : 13387
59,[0.766351 0.233649],13 : 13388
48,[0.719007 0.280993],14 : 13389
58,[0.845358 0.154642],14 : 13390
68,[0.845358 0.154642],14 : 13391
69,[0.845358 0.154642],14 : 13392
68,[0.942528 0.0574724],18 : 13393
78,[0.766351 0.233649],13 : 13394
79,[0.766351 0.233649],13 : 13395
77,[0.929177 0.0708229],17 : 13396
69,[0.724058 0.275942],12 : 13397
69,[0.656746 0.343254],13 : 13398
58,[0.705155 0.294845],14 : 13399
59,[0.705155 0.294845],14 : 13400
68,[0.705155 0.294845],14 : 13401
69,[0.582483 0.417517],14 : 13402
78,[0.705155 0.294845],14 : 13403
79,[0.705155 0.294845],14 : 13404
78,[0.905361 0.094639],18 : 13405
78,[0.929177 0.0708229],17 : 13406
68,[0.887284 0.112716],16 : 13407
67,[0.611555 0.388445],11 : 13408
68,[0.663068 0.336932],12 : 13409
69,[0.710978 0.289022],13 : 13410
69,[0.642053 0.357947],14 : 13411
78,[0.924811 0.0751894],18 : 13412
77,[0.907747 0.0922527],17 : 13413
76,[0.887284 0.112716],16 : 13414
68,[0 1],11 : 13415
69,[0.611555 0.388445],11 : 13416
69,[0.534445 0.465555],12 : 13417
58,[0.589317 0.410683],13 : 13418
67,[0.544587 0.455413],14 : 13419
68,[0.877674 0.122326],14 : 13420
69,[0.844355 0.155645],14 : 13421
67,[0.589317 0.410683],18 : 13422
68,[0.589317 0.410683],18 : 13423
69,[0.589317 0.410683],18 : 13424
59,[0.589317 0.410683],13 : 13425
48,[0.528186 0.471814],14 : 13426
59,[0.56624 0.43376],14 : 13427
68,[0.877674 0.122326],18 : 13428
68,[0.589317 0.410683],13 : 13429
57,[0.642053 0.357947],14 : 13430
67,[0.642053 0.357947],14 : 13431
77,[0.642053 0.357947],14 : 13432
77,[0.877674 0.122326],18 : 13433
69,[0.455654 0.544346],13 : 13434
58,[0.511321 0.488679],14 : 13435
59,[0.511321 0.488679],14 : 13436
68,[0.511321 0.488679],14 : 13437
69,[0.379021 0.620979],14 : 13438
78,[0.511321 0.488679],14 : 13439
79,[0.511321 0.488679],14 : 13440
78,[0.807148 0.192852],18 : 13441
78,[0.589317 0.410683],13 : 13442
79,[0.589317 0.410683],13 : 13443
78,[0.851629 0.148371],17 : 13444
78,[0.887284 0.112716],16 : 13445
79,[0.611555 0.388445],11 : 13446
57,[1 0],15 : 13447
67,[1 0],15 : 13448
77,[0.862966 0.137034],15 : 13449
79,[0 1],15 : 13450
69,[0.557423 0.442577],10 : 13451
69,[0.478727 0.521273],11 : 13452
58,[0.534445 0.465555],12 : 13453
67,[0.488922 0.511078],13 : 13454
56,[0.544587 0.455413],14 : 13455
57,[0.544587 0.455413],14 : 13456
66,[0.544587 0.455413],14 : 13457
76,[0.544587 0.455413],14 : 13458
77,[0.544587 0.455413],14 : 13459
76,[0.827086 0.172914],18 : 13460
68,[0.851629 0.148371],13 : 13461
69,[0.812731 0.187269],13 : 13462
67,[0.534445 0.465555],17 : 13463
68,[0.534445 0.465555],17 : 13464
69,[0.534445 0.465555],17 : 13465
59,[0.534445 0.465555],12 : 13466
48,[0.472458 0.527542],13 : 13467
57,[0.427367 0.572633],14 : 13468
58,[0.817449 0.182551],14 : 13469
59,[0.771989 0.228011],14 : 13470
57,[0.472458 0.527542],18 : 13471
58,[0.472458 0.527542],18 : 13472
59,[0.472458 0.527542],18 : 13473
58,[0.656746 0.343254],13 : 13474
67,[0.614556 0.385444],14 : 13475
68,[0.905361 0.094639],14 : 13476
69,[0.87854 0.12146],14 : 13477
67,[0.656746 0.343254],18 : 13478
68,[0.656746 0.343254],18 : 13479
69,[0.656746 0.343254],18 : 13480
59,[0.510844 0.489156],13 : 13481
48,[0.448955 0.551045],14 : 13482
58,[0.635112 0.364888],14 : 13483
59,[0.487195 0.512805],14 : 13484
68,[0.635112 0.364888],14 : 13485
68,[0.839272 0.160728],18 : 13486
68,[0.656746 0.343254],13 : 13487
57,[0.705155 0.294845],14 : 13488
67,[0.705155 0.294845],14 : 13489
77,[0.705155 0.294845],14 : 13490
77,[0.905361 0.094639],18 : 13491
68,[0.851629 0.148371],17 : 13492
68,[0.534445 0.465555],12 : 13493
57,[0.589317 0.410683],13 : 13494
48,[0.717985 0.282015],14 : 13495
58,[0.782013 0.217987],14 : 13496
66,[0.37418 0.62582],14 : 13497
67,[0.782013 0.217987],14 : 13498
68,[0.782013 0.217987],14 : 13499
66,[0.589317 0.410683],18 : 13500
67,[0.589317 0.410683],13 : 13501
56,[0.642053 0.357947],14 : 13502
66,[0.642053 0.357947],14 : 13503
76,[0.642053 0.357947],14 : 13504
76,[0.877674 0.122326],18 : 13505
77,[0.589317 0.410683],13 : 13506
77,[0.851629 0.148371],17 : 13507
69,[0.401073 0.598927],12 : 13508
58,[0.455654 0.544346],13 : 13509
67,[0.410917 0.589083],14 : 13510
68,[0.807148 0.192852],14 : 13511
69,[0.759876 0.240124],14 : 13512
67,[0.455654 0.544346],18 : 13513
68,[0.455654 0.544346],18 : 13514
69,[0.455654 0.544346],18 : 13515
59,[0.455654 0.544346],13 : 13516
48,[0.39505 0.60495],14 : 13517
58,[0.582483 0.417517],14 : 13518
59,[0.432301 0.567699],14 : 13519
68,[0.582483 0.417517],14 : 13520
68,[0.807148 0.192852],18 : 13521
68,[0.455654 0.544346],13 : 13522
57,[0.511321 0.488679],14 : 13523
67,[0.511321 0.488679],14 : 13524
77,[0.511321 0.488679],14 : 13525
77,[0.807148 0.192852],18 : 13526
69,[0.328087 0.671913],13 : 13527
58,[0.379021 0.620979],14 : 13528
59,[0.379021 0.620979],14 : 13529
68,[0.379021 0.620979],14 : 13530
69,[0.262561 0.737439],14 : 13531
78,[0.379021 0.620979],14 : 13532
79,[0.379021 0.620979],14 : 13533
78,[0.709424 0.290576],18 : 13534
78,[0.455654 0.544346],13 : 13535
79,[0.455654 0.544346],13 : 13536
78,[0.770023 0.229977],17 : 13537
78,[0.534445 0.465555],12 : 13538
79,[0.534445 0.465555],12 : 13539
78,[0.82117 0.17883],16 : 13540
68,[1 0],15 : 13541
78,[0.862966 0.137034],15 : 13542
59,[0.883136 0.116864],5 : 13543
49,[0.601814 0.398186],9 : 13544
58,[0.557423 0.442577],10 : 13545
67,[0.512095 0.487905],11 : 13546
56,[0.567469 0.432531],12 : 13547
45,[0.605567 0.394433],13 : 13548
54,[0.561289 0.438711],14 : 13549
56,[0.853031 0.146969],14 : 13550
54,[0.605567 0.394433],18 : 13551
56,[0.605567 0.394433],18 : 13552
55,[0.766351 0.233649],13 : 13553
64,[0.732139 0.267861],14 : 13554
66,[0.925372 0.0746283],14 : 13555
64,[0.766351 0.233649],18 : 13556
67,[0.712639 0.287361],13 : 13557
56,[0.756094 0.243906],14 : 13558
57,[0.756094 0.243906],14 : 13559
58,[0.756094 0.243906],14 : 13560
78,[0.756094 0.243906],14 : 13561
76,[0.925372 0.0746283],18 : 13562
65,[0.567469 0.432531],17 : 13563
66,[0.567469 0.432531],17 : 13564
67,[0.567469 0.432531],17 : 13565
57,[0.567469 0.432531],12 : 13566
48,[0.699492 0.300508],13 : 13567
57,[0.659834 0.340166],14 : 13568
58,[0.920876 0.0791235],14 : 13569
59,[0.897957 0.102043],14 : 13570
57,[0.699492 0.300508],18 : 13571
58,[0.699492 0.300508],18 : 13572
59,[0.699492 0.300508],18 : 13573
66,[0.353443 0.646557],13 : 13574
55,[0.405936 0.594064],14 : 13575
56,[0.405936 0.594064],14 : 13576
57,[0.405936 0.594064],14 : 13577
75,[0.353443 0.646557],18 : 13578
76,[0.353443 0.646557],18 : 13579
77,[0.353443 0.646557],18 : 13580
68,[0.567469 0.432531],17 : 13581
58,[0.567469 0.432531],12 : 13582
67,[0.522288 0.477712],13 : 13583
56,[0.57746 0.42254],14 : 13584
57,[0.57746 0.42254],14 : 13585
58,[0.57746 0.42254],14 : 13586
78,[0.57746 0.42254],14 : 13587
76,[0.845358 0.154642],18 : 13588
68,[0.867722 0.132278],13 : 13589
69,[0.832212 0.167788],13 : 13590
69,[0.567469 0.432531],17 : 13591
78,[0.567469 0.432531],12 : 13592
76,[0.839946 0.160054],16 : 13593
68,[0.862966 0.137034],11 : 13594
69,[0.826434 0.173566],11 : 13595
67,[0.557423 0.442577],15 : 13596
56,[0.611555 0.388445],16 : 13597
57,[0.611555 0.388445],16 : 13598
58,[0.611555 0.388445],16 : 13599
78,[0.611555 0.388445],16 : 13600
76,[0.862966 0.137034],20 : 13601
68,[0.557423 0.442577],15 : 13602
59,[0.611555 0.388445],16 : 13603
79,[0.611555 0.388445],16 : 13604
77,[0.862966 0.137034],20 : 13605
69,[0.557423 0.442577],15 : 13606
69,[0.478727 0.521273],16 : 13607
78,[0.862966 0.137034],20 : 13608
59,[0.883136 0.116864],10 : 13609
49,[0.601814 0.398186],14 : 13610
58,[0.557423 0.442577],15 : 13611
67,[0.512095 0.487905],16 : 13612
68,[0.862966 0.137034],16 : 13613
69,[0.826434 0.173566],16 : 13614
67,[0.557423 0.442577],20 : 13615
68,[0.557423 0.442577],20 : 13616
69,[0.557423 0.442577],20 : 13617
59,[0.883136 0.116864],15 : 13618
49,[0.601814 0.398186],19 : 13619
58,[0.601814 0.398186],19 : 13620
59,[0.601814 0.398186],19 : 13621
58,[0.601814 0.398186],14 : 13622
68,[0.883136 0.116864],15 : 13623
69,[0.851053 0.148947],15 : 13624
67,[0.601814 0.398186],19 : 13625
68,[0.601814 0.398186],19 : 13626
69,[0.601814 0.398186],19 : 13627
59,[0.601814 0.398186],14 : 13628
48,[0.541095 0.458905],15 : 13629
57,[0.495608 0.504392],16 : 13630
58,[0.854978 0.145022],16 : 13631
59,[0.816768 0.183232],16 : 13632
57,[0.541095 0.458905],20 : 13633
58,[0.541095 0.458905],20 : 13634
59,[0.541095 0.458905],20 : 13635
58,[0.715827 0.284173],15 : 13636
67,[0.677331 0.322669],16 : 13637
68,[0.926443 0.0735568],16 : 13638
69,[0.90497 0.0950299],16 : 13639
67,[0.715827 0.284173],20 : 13640
68,[0.715827 0.284173],20 : 13641
69,[0.715827 0.284173],20 : 13642
59,[0.578938 0.421062],15 : 13643
48,[0.517527 0.482473],16 : 13644
58,[0.696194 0.303806],16 : 13645
59,[0.555717 0.444283],16 : 13646
68,[0.696194 0.303806],16 : 13647
69,[0.696194 0.303806],16 : 13648
68,[0.873012 0.126988],20 : 13649
68,[0.715827 0.284173],15 : 13650
57,[0.758963 0.241037],16 : 13651
58,[0.758963 0.241037],16 : 13652
59,[0.758963 0.241037],16 : 13653
67,[0.758963 0.241037],16 : 13654
69,[0.758963 0.241037],16 : 13655
77,[0.758963 0.241037],16 : 13656
78,[0.758963 0.241037],16 : 13657
79,[0.758963 0.241037],16 : 13658
77,[0.926443 0.0735568],20 : 13659
69,[0.715827 0.284173],15 : 13660
68,[0.758963 0.241037],16 : 13661
69,[0.647485 0.352515],16 : 13662
78,[0.926443 0.0735568],20 : 13663
68,[0.883136 0.116864],19 : 13664
58,[0.601814 0.398186],9 : 13665
68,[0.883136 0.116864],10 : 13666
69,[0.851053 0.148947],10 : 13667
67,[0.601814 0.398186],14 : 13668
56,[0.653888 0.346112],15 : 13669
45,[0.688552 0.311448],16 : 13670
55,[0.82527 0.17473],16 : 13671
65,[0.82527 0.17473],16 : 13672
66,[0.82527 0.17473],16 : 13673
67,[0.781235 0.218765],16 : 13674
65,[0.653888 0.346112],20 : 13675
66,[0.653888 0.346112],20 : 13676
67,[0.653888 0.346112],20 : 13677
57,[0.653888 0.346112],15 : 13678
48,[0.770214 0.229786],16 : 13679
58,[0.82527 0.17473],16 : 13680
66,[0.44046 0.55954],16 : 13681
67,[0.82527 0.17473],16 : 13682
68,[0.82527 0.17473],16 : 13683
68,[0.653888 0.346112],20 : 13684
58,[0.653888 0.346112],15 : 13685
68,[0.904271 0.0957286],16 : 13686
69,[0.877184 0.122816],16 : 13687
69,[0.653888 0.346112],20 : 13688
66,[0.653888 0.346112],15 : 13689
55,[0.702518 0.297482],16 : 13690
56,[0.702518 0.297482],16 : 13691
57,[0.702518 0.297482],16 : 13692
65,[0.702518 0.297482],16 : 13693
67,[0.702518 0.297482],16 : 13694
75,[0.702518 0.297482],16 : 13695
76,[0.702518 0.297482],16 : 13696
77,[0.702518 0.297482],16 : 13697
75,[0.653888 0.346112],20 : 13698
76,[0.653888 0.346112],20 : 13699
77,[0.653888 0.346112],20 : 13700
67,[0 1],15 : 13701
68,[0.653888 0.346112],15 : 13702
58,[0.702518 0.297482],16 : 13703
59,[0.702518 0.297482],16 : 13704
69,[0.702518 0.297482],16 : 13705
78,[0.702518 0.297482],16 : 13706
79,[0.702518 0.297482],16 : 13707
77,[0.904271 0.0957286],20 : 13708
76,[0.653888 0.346112],15 : 13709
66,[0.702518 0.297482],16 : 13710
76,[0 1],16 : 13711
85,[0.702518 0.297482],16 : 13712
86,[0.702518 0.297482],16 : 13713
87,[0.702518 0.297482],16 : 13714
65,[1 0],20 : 13715
67,[0 1],20 : 13716
75,[1 0],20 : 13717
85,[1 0],20 : 13718
87,[0 1],20 : 13719
77,[0.653888 0.346112],15 : 13720
78,[0.653888 0.346112],15 : 13721
56,[1 0],19 : 13722
66,[1 0],19 : 13723
76,[0.883136 0.116864],19 : 13724
77,[0 1],19 : 13725
78,[0 1],19 : 13726
68,[0.601814 0.398186],14 : 13727
59,[0.653888 0.346112],15 : 13728
48,[0.595776 0.404224],16 : 13729
59,[0.632175 0.367825],16 : 13730
68,[0.904271 0.0957286],20 : 13731
67,[0.653888 0.346112],15 : 13732
68,[0.702518 0.297482],16 : 13733
76,[0.904271 0.0957286],20 : 13734
68,[0 1],15 : 13735
69,[0.653888 0.346112],15 : 13736
69,[0.579403 0.420597],16 : 13737
78,[0.904271 0.0957286],20 : 13738
79,[0.653888 0.346112],15 : 13739
57,[1 0],19 : 13740
67,[1 0],19 : 13741
77,[0.883136 0.116864],19 : 13742
79,[0 1],19 : 13743
69,[0.601814 0.398186],14 : 13744
69,[0.524275 0.475725],15 : 13745
58,[0.579403 0.420597],16 : 13746
59,[0.579403 0.420597],16 : 13747
68,[0.579403 0.420597],16 : 13748
69,[0.445548 0.554452],16 : 13749
78,[0.579403 0.420597],16 : 13750
79,[0.579403 0.420597],16 : 13751
78,[0.846397 0.153603],20 : 13752
68,[1 0],19 : 13753
78,[0.883136 0.116864],19 : 13754
59,[0.601814 0.398186],9 : 13755
48,[0.541095 0.458905],10 : 13756
57,[0.495608 0.504392],11 : 13757
48,[0.635475 0.364525],12 : 13758
57,[0.592293 0.407707],13 : 13759
48,[0.720471 0.279529],14 : 13760
58,[0.784104 0.215896],14 : 13761
66,[0.377067 0.622933],14 : 13762
67,[0.784104 0.215896],14 : 13763
68,[0.784104 0.215896],14 : 13764
66,[0.592293 0.407707],18 : 13765
67,[0.592293 0.407707],18 : 13766
68,[0.592293 0.407707],18 : 13767
58,[0.897082 0.102918],13 : 13768
59,[0.868256 0.131744],13 : 13769
57,[0.635475 0.364525],17 : 13770
58,[0.635475 0.364525],17 : 13771
59,[0.635475 0.364525],17 : 13772
58,[0.710687 0.289313],12 : 13773
67,[0.671814 0.328186],13 : 13774
56,[0.719007 0.280993],14 : 13775
57,[0.719007 0.280993],14 : 13776
66,[0.719007 0.280993],14 : 13777
76,[0.719007 0.280993],14 : 13778
77,[0.719007 0.280993],14 : 13779
78,[0.719007 0.280993],14 : 13780
76,[0.910994 0.0890056],18 : 13781
68,[0.924712 0.0752882],13 : 13782
69,[0.902786 0.0972137],13 : 13783
67,[0.710687 0.289313],17 : 13784
68,[0.710687 0.289313],17 : 13785
69,[0.710687 0.289313],17 : 13786
66,[0.290483 0.709517],12 : 13787
55,[0.33852 0.66148],13 : 13788
64,[0.298968 0.701032],14 : 13789
65,[0.719007 0.280993],14 : 13790
66,[0.659251 0.340749],14 : 13791
64,[0.33852 0.66148],18 : 13792
65,[0.33852 0.66148],18 : 13793
66,[0.33852 0.66148],18 : 13794
56,[0.33852 0.66148],13 : 13795
45,[0.374559 0.625441],14 : 13796
66,[0.561289 0.438711],14 : 13797
67,[0.491703 0.508297],14 : 13798
67,[0.33852 0.66148],18 : 13799
57,[0.33852 0.66148],13 : 13800
48,[0.475881 0.524119],14 : 13801
66,[0.175757 0.824243],14 : 13802
67,[0.561289 0.438711],14 : 13803
68,[0.561289 0.438711],14 : 13804
68,[0.33852 0.66148],18 : 13805
65,[0.33852 0.66148],13 : 13806
54,[0.390133 0.609867],14 : 13807
55,[0.390133 0.609867],14 : 13808
56,[0.390133 0.609867],14 : 13809
64,[0.390133 0.609867],14 : 13810
66,[0.390133 0.609867],14 : 13811
74,[0.390133 0.609867],14 : 13812
75,[0.390133 0.609867],14 : 13813
76,[0.390133 0.609867],14 : 13814
76,[0.613372 0.386628],18 : 13815
67,[0.33852 0.66148],13 : 13816
57,[0.390133 0.609867],14 : 13817
58,[0.390133 0.609867],14 : 13818
68,[0.390133 0.609867],14 : 13819
77,[0.390133 0.609867],14 : 13820
78,[0.390133 0.609867],14 : 13821
76,[0.719007 0.280993],18 : 13822
75,[0.33852 0.66148],13 : 13823
65,[0.390133 0.609867],14 : 13824
84,[0.390133 0.609867],14 : 13825
85,[0.390133 0.609867],14 : 13826
86,[0.390133 0.609867],14 : 13827
86,[0.613372 0.386628],18 : 13828
76,[0.33852 0.66148],13 : 13829
67,[0.390133 0.609867],14 : 13830
87,[0.390133 0.609867],14 : 13831
77,[0.33852 0.66148],13 : 13832
75,[0.290483 0.709517],17 : 13833
76,[0.290483 0.709517],17 : 13834
77,[0.290483 0.709517],17 : 13835
67,[0.710687 0.289313],12 : 13836
56,[0.754334 0.245666],13 : 13837
45,[0.782288 0.217712],14 : 13838
66,[0.884745 0.115255],14 : 13839
67,[0.853031 0.146969],14 : 13840
65,[0.754334 0.245666],18 : 13841
66,[0.754334 0.245666],18 : 13842
67,[0.754334 0.245666],18 : 13843
57,[0.754334 0.245666],13 : 13844
48,[0.844908 0.155092],14 : 13845
67,[0.884745 0.115255],14 : 13846
68,[0.884745 0.115255],14 : 13847
68,[0.754334 0.245666],18 : 13848
58,[0.754334 0.245666],13 : 13849
68,[0.938849 0.0611513],14 : 13850
69,[0.920687 0.079313],14 : 13851
69,[0.754334 0.245666],18 : 13852
66,[0.754334 0.245666],13 : 13853
56,[0.793312 0.206688],14 : 13854
57,[0.793312 0.206688],14 : 13855
67,[0.793312 0.206688],14 : 13856
